7,1742682819,22,SARA,BOONE,128,05/21/1988,F,W,*****_****9,****,_______*****,**/**/****,*,*,2,2,1, Please review question 1
7,1742668281,23,SARA,STYLES-BOONE,1,05/21/1988,F,W,*****6****?,****,STYLES-*****,**/**/****,*,*,2,2,1
9,1466919280,20,TAYLOR,DELLINGER,19,06/12/1988,F,W,*****19***,******,*********,06/12/****,*,*,4,2,1, Please review question 2
9,1466991280,14,TAYLOR,DELLINGER,20,12/06/1988,F,W,*****91***,******,*********,12/06/****,*,*,4,2,1
